CityID,City,State,lat,lng,source
4483,Canyon,TX,34.98033,-101.9188,geonames_auto
4484,Naples,FL,26.14234,-81.79596,geonames_auto
4485,Santa Cruz,CA,36.97412,-122.0308,geonames_auto
4486,Henderson,NV,36.0397,-114.98194,geonames_auto
4487,Pensacola,FL,30.42131,-87.21691,geonames_auto
4488,Commerce,TX,33.24706,-95.89997,geonames_auto
4489,Dublin,IR,53.33306,-6.24889,geonames:Dublin
4490,Easton,MA,42.02454,-71.12866,geonames_auto
4491,Laval,QC,45.58338,-73.74918,geonames:Laval QC
4492,London,GB,51.50853,-0.12574,geonames:London
4493,Union,NJ,40.6976,-74.2632,geonames_auto
4494,Kihei,HI,20.76462,-156.44578,geonames_auto
4495,DeWitt,NY,43.03507,-76.06548,geonames_auto
4496,Moncton,NB,46.09454,-64.7965,geonames:Moncton
4497,Palm Desert,CA,33.72255,-116.37697,geonames_auto
4498,St. Augustine,FL,29.89469,-81.31452,geonames_auto
4499,Trenton,NJ,40.21705,-74.74294,geonames_auto
4500,Hickory,NC,35.73319,-81.3412,geonames_auto
4501,Destin,FL,30.39353,-86.49578,geonames_auto
4502,South Easton,MA,42.04732,-71.08144,geonames_auto
4503,Cherokee,NC,35.47427,-83.31487,geonames_auto
4504,St. Joseph,MO,39.76861,-94.84663,geonames_auto
4505,Paris,FR,48.85339,2.34864,geonames:Paris
4506,Glen Allen,VA,37.66598,-77.50637,geonames_auto
4507,Carrollton,GA,33.58011,-85.07661,geonames_auto
4508,Erie,PA,42.12922,-80.08506,geonames_auto
4509,Idaho Falls,ID,43.46658,-112.03414,geonames_auto
4510,Inglewood,CA,33.96168,-118.35313,geonames_auto
4511,Lethbridge,ON,49.69999,-112.81856,geonames:Lethbridge AB
4512,White Sulphur Springs,WV,37.79651,-80.29757,geonames_auto
4513,Wilkes-Barre,PA,41.24591,-75.88131,geonames_auto
4514,Xenia,OH,39.68478,-83.92965,geonames_auto
4515,Palm Springs,CA,33.8303,-116.54529,geonames_auto
4516,Charlottetown,PE,46.23459,-63.1256,geonames:Charlottetown
4517,Makawao,HI,20.85694,-156.31306,geonames_auto
4518,Manati,PR,18.42745,-66.49212,geonames_auto
4519,Miami Gardens,FL,25.94204,-80.2456,geonames_auto
4520,Stateline,NV,38.96241,-119.9399,geonames_auto
4521,Westwego,LA,29.90604,-90.1423,geonames_auto
4522,Frankfort,KY,38.20091,-84.87328,geonames_auto
4523,Rockford,IL,42.27113,-89.094,geonames_auto
4524,Collierville,TN,35.04204,-89.66453,geonames_auto
4525,College Park,GA,33.65344,-84.44937,geonames_auto
4526,West Haven,CT,41.27065,-72.94705,geonames_auto
4527,Colorado Springs,CO,38.83388,-104.82136,geonames_auto
4528,Hershey,PA,40.28592,-76.65025,geonames_auto
4529,Charlotte Amalie West,VI,18.3419,-64.9307,geonames:Charlotte Amalie
4530,Puerto Aventuras,MX,20.5008,-87.2265,geonames:Puerto Aventuras
4531,Odessa,TX,31.84568,-102.36764,geonames_auto
